위치,위도,경도,상태
서울특별시 양천구 신정동 1160-44,37.51674784,126.8488273,정좌표
서울특별시 양천구 신정동 163-55,37.50877464,126.8696986,정좌표
서울특별시 양천구 신정동 922-1,37.52502379,126.8536006,정좌표
서울특별시 영등포구 신길동 287-14,37.50944666,126.9079376,정좌표
서울특별시 영등포구 신길동 4934,37.50535483,126.9153238,정좌표
서울특별시 영등포구 신길동 4934-1,37.50720681,126.9145268,정좌표
서울특별시 영등포구 신길동 897-1,37.50814308,126.9193072,정좌표
서울특별시 영등포구 양평동2가 1-4,37.52083337,126.8843692,정좌표
서울특별시 영등포구 양평동3가 57-3,37.52891369,126.8901721,정좌표
서울특별시 영등포구 양화동 156-5,37.55009274,126.8810015,수정
서울특별시 영등포구 영등포동 647-6,37.51083081,126.9052331,정좌표
서울특별시 영등포구 영등포동 649,37.51484434,126.9127021,정좌표
서울특별시 용산구 동빙고동 307-2,37.52755045,126.994592,정좌표
서울특별시 용산구 서계동 33-176,37.55189016,126.9670095,정좌표
서울특별시 용산구 서빙고동 199-4,37.52040297,126.9909925,수정
서울특별시 용산구 서빙고동 50-2,37.52330695,126.9938312,수정
서울특별시 용산구 용문동 38-11,37.53852484,126.9579219,정좌표
서울특별시 용산구 용산동2가 12-1,37.54592252,126.9868711,정좌표
서울특별시 용산구 용산동2가 5-224,37.54537484,126.9879775,정좌표
서울특별시 용산구 이태원동 259-16,37.54296025,126.9945632,정좌표
서울특별시 용산구 한남동 20-24,37.54092831,126.9989417,수정
서울특별시 용산구 한남동 산 9-23,37.54818922,127.0043673,정좌표
서울특별시 용산구 효창동 5-703,37.540933,126.9578129,정좌표
서울특별시 용산구 후암동 100-3,37.55241826,126.97671,정좌표
서울특별시 용산구 후암동 45-52,37.5507694,126.9811836,정좌표
서울특별시 은평구 구산동 226,37.60540585,126.9043428,정좌표
서울특별시 은평구 구산동 308-86,37.61726838,126.9036824,정좌표
서울특별시 은평구 녹번동 19-38,37.60405376,126.935229,정좌표
서울특별시 은평구 녹번동 71-43,37.59940254,126.9380532,정좌표
서울특별시 은평구 불광동 481-8,37.6253863,126.9206791,정좌표
서울특별시 은평구 불광동 산 42-1,37.61833778,126.9436412,정좌표
서울특별시 은평구 수색동 345-8,37.5870259,126.8923054,정좌표
서울특별시 은평구 신사동 산 98-21,37.5898674,126.9042112,정좌표
서울특별시 은평구 진관동 259,37.65306996,126.9528554,정좌표
서울특별시 은평구 진관동 259-8,37.65278697,126.953379,정좌표
서울특별시 은평구 진관동 362,37.63071363,126.9233428,정좌표
서울특별시 은평구 진관동 산 25,37.64607836,126.9537294,정좌표
서울특별시 은평구 진관동 산 25-2,37.64158783,126.9513089,정좌표
서울특별시 은평구 진관동 산 32,37.64274639,126.9436782,정좌표
서울특별시 은평구 진관동 산 34,37.63362866,126.9501749,정좌표
서울특별시 종로구 구기동 산 3-1,37.62527705,126.9614132,정좌표
서울특별시 종로구 명륜1가 23-9,37.58807033,126.9980755,정좌표
서울특별시 종로구 부암동 182-38,37.59902476,126.9615124,정좌표
서울특별시 종로구 부암동 227-9,37.59420546,126.9643686,정좌표
서울특별시 종로구 송월동 2-48,37.57025753,126.9656396,수정
서울특별시 종로구 신영동 142-1,37.60107393,126.9624401,정좌표
서울특별시 종로구 신영동 157-6,37.59937782,126.9621567,정좌표
서울특별시 종로구 옥인동 46-1,37.58314135,126.967045,정좌표
서울특별시 종로구 이화동 9-336,37.57702388,127.0075136,정좌표
서울특별시 종로구 창신동 23-818,37.57726799,127.0142628,정좌표
서울특별시 종로구 평창동 148-11,37.60807364,126.9716202,정좌표
서울특별시 종로구 평창동 2-15,37.61132292,126.9787569,정좌표
서울특별시 종로구 평창동 산 35,37.60155907,126.9733245,인근좌표
서울특별시 중구 남대문로5가 541-1,37.55537601,126.9743211,정좌표
서울특별시 중구 신당동 304-253,37.56313712,127.0107152,정좌표
서울특별시 중구 신당동 36-237,37.55784053,127.0194229,정좌표
서울특별시 중구 신당동 826-23,37.55466562,127.0064797,정좌표
서울특별시 중구 신당동 839-7,37.55888945,127.0204755,정좌표
서울특별시 중구 신당동 843,37.55815913,127.0178704,정좌표
서울특별시 중구 신당동 845,37.5634539,127.0259142,정좌표
서울특별시 중구 신당동 850,37.5591907,127.0194797,정좌표
서울특별시 중구 회현동1가 147-23,37.55554271,126.9812728,정좌표
서울특별시 중랑구 망우동 127-12,37.60171525,127.1086835,정좌표
서울특별시 중랑구 망우동 137-1,37.5976778,127.1049482,정좌표
서울특별시 중랑구 망우동 178-1,37.60274876,127.1062599,정좌표
서울특별시 중랑구 망우동 226,37.60378792,127.1066837,정좌표
서울특별시 중랑구 망우동 434-38,37.59124325,127.100924,정좌표
서울특별시 중랑구 망우동 54-20,37.6072033,127.1102145,정좌표
서울특별시 중랑구 망우동 572,37.59632103,127.0988011,정좌표
서울특별시 중랑구 망우동 573,37.59996757,127.1084331,정좌표
서울특별시 중랑구 망우동 574,37.59988548,127.1077955,정좌표
서울특별시 중랑구 망우동 577,37.59703082,127.1020095,정좌표
서울특별시 중랑구 망우동 578,37.60277013,127.1100687,정좌표
서울특별시 중랑구 망우동 579,37.59840874,127.1062513,정좌표
서울특별시 중랑구 망우동 580,37.60221112,127.1092433,정좌표
서울특별시 중랑구 망우동 산 17-2,37.60441259,127.1024377,수정
서울특별시 중랑구 망우동 산 69-508,37.59125218,127.1039921,정좌표
서울특별시 중랑구 면목동 10-2,37.58823533,127.1010957,정좌표
서울특별시 중랑구 면목동 1073,37.58106169,127.0944227,정좌표
서울특별시 중랑구 면목동 1077-1,37.58131242,127.0959234,정좌표
서울특별시 중랑구 면목동 1-41,37.58890494,127.1008968,정좌표
서울특별시 중랑구 면목동 1501,37.57755159,127.0805943,정좌표
서울특별시 중랑구 면목동 1502,37.57624922,127.0897617,정좌표
서울특별시 중랑구 면목동 1508,37.58387986,127.0839702,정좌표
서울특별시 중랑구 면목동 1513,37.57641158,127.0884238,정좌표
서울특별시 중랑구 면목동 1515,37.577476,127.0907061,정좌표
서울특별시 중랑구 면목동 1521,37.57341456,127.0797688,정좌표
서울특별시 중랑구 면목동 1522,37.57886488,127.082236,정좌표
서울특별시 중랑구 면목동 1524,37.58612721,127.0955598,정좌표
서울특별시 중랑구 면목동 1525,37.57741863,127.0913959,정좌표
서울특별시 중랑구 면목동 1526,37.58825635,127.0905054,정좌표
서울특별시 중랑구 면목동 1528,37.57726001,127.0891552,정좌표
서울특별시 중랑구 면목동 1531,37.58682493,127.0841007,정좌표
서울특별시 중랑구 면목동 25-2,37.58814491,127.1005522,정좌표
서울특별시 중랑구 면목동 483,37.58336003,127.0946831,정좌표
서울특별시 중랑구 면목동 494,37.58275846,127.0942394,정좌표
서울특별시 중랑구 면목동 507-3,37.58134842,127.0939292,정좌표
서울특별시 중랑구 면목동 519,37.57940614,127.095736,정좌표
서울특별시 중랑구 면목동 520-43,37.57936628,127.0942267,수정
서울특별시 중랑구 면목동 581,37.57807817,127.0901006,정좌표
서울특별시 중랑구 면목동 666-5,37.57803022,127.0838154,정좌표
서울특별시 중랑구 면목동 80-2,37.5850045,127.0959771,정좌표
서울특별시 중랑구 면목동 9-1,37.58859802,127.1019746,정좌표
서울특별시 중랑구 면목동 산 1-4,37.57322546,127.0912353,정좌표
서울특별시 중랑구 묵동 12,37.6177825,127.0845271,정좌표
서울특별시 중랑구 묵동 121-1,37.61385,127.0811935,정좌표
서울특별시 중랑구 묵동 188-1,37.60595402,127.0794595,정좌표
서울특별시 중랑구 묵동 20,37.61687258,127.0881819,정좌표
서울특별시 중랑구 묵동 381,37.61284608,127.0809663,정좌표
서울특별시 중랑구 묵동 382,37.61410345,127.0800718,정좌표
서울특별시 중랑구 묵동 383,37.61541598,127.0835557,정좌표
서울특별시 중랑구 묵동 384,37.61246548,127.0817528,정좌표
서울특별시 중랑구 묵동 386,37.61271682,127.0800156,정좌표
서울특별시 중랑구 묵동 387,37.61873238,127.0824009,정좌표
서울특별시 중랑구 묵동 390,37.61325375,127.0801411,정좌표
서울특별시 중랑구 상봉동 1,37.60398825,127.0935185,정좌표
서울특별시 중랑구 상봉동 495,37.60200797,127.0936078,정좌표
서울특별시 중랑구 상봉동 496,37.5994203,127.0886578,정좌표
서울특별시 중랑구 상봉동 497,37.60313712,127.0927139,정좌표
서울특별시 중랑구 상봉동 499,37.6025266,127.091161,정좌표
서울특별시 중랑구 신내동 317,37.61091374,127.0994321,정좌표
서울특별시 중랑구 신내동 449-1,37.60552653,127.0984364,정좌표
서울특별시 중랑구 신내동 487,37.60293459,127.0989235,정좌표
서울특별시 중랑구 신내동 591,37.60671792,127.0964182,정좌표
서울특별시 중랑구 신내동 618,37.6085187,127.09622,정좌표
서울특별시 중랑구 신내동 650,37.61525313,127.090988,정좌표
서울특별시 중랑구 신내동 654,37.6140835,127.0932663,정좌표
서울특별시 중랑구 신내동 656,37.61362349,127.0951112,정좌표
서울특별시 중랑구 신내동 657,37.61197669,127.0947003,정좌표
서울특별시 중랑구 신내동 661,37.60752916,127.0939825,정좌표
서울특별시 중랑구 신내동 783,37.60486951,127.0946922,정좌표
서울특별시 중랑구 신내동 786,37.60804368,127.0972527,정좌표
서울특별시 중랑구 신내동 787,37.60369541,127.1011166,정좌표
서울특별시 중랑구 신내동 795,37.60518175,127.1014371,정좌표
서울특별시 중랑구 신내동 802,37.60616688,127.0988111,정좌표
서울특별시 중랑구 신내동 804,37.60371361,127.0967146,정좌표
서울특별시 중랑구 신내동 산 1-7,37.610347,127.1163455,정좌표
서울특별시 중랑구 중화동 1-1,37.60137711,127.0861552,정좌표
서울특별시 중랑구 중화동 18-2,37.6031385,127.0829838,정좌표
서울특별시 중랑구 중화동 195-2,37.5979674,127.0812512,정좌표
서울특별시 중랑구 중화동 296-44,37.59634012,127.079365,정좌표
서울특별시 중랑구 중화동 42,37.60568293,127.0833979,정좌표
서울특별시 중랑구 중화동 450,37.59714059,127.0818813,정좌표
서울특별시 중랑구 중화동 453,37.60266808,127.0800483,정좌표
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
